,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Salario
6257,6258,15617301,Chamberlin,774.0,Germany,Male,36,9,130809.77,1,1,0,0,206336.0
6258,6259,15726046,Johnston,712.0,France,Female,27,2,133009.51,1,1,0,0,221977.0
6259,6260,15585748,McDonald,585.0,Germany,Female,28,9,135337.49,2,1,1,0,188211.0
6260,6261,15672826,Chen,666.0,France,Female,32,10,112536.57,2,1,1,0,162072.0
6261,6262,15595162,Cattaneo,708.0,Spain,Female,35,8,122570.69,1,0,0,0,318117.0
6262,6263,15650026,Barclay-Harvey,513.0,France,Male,44,1,63562.02,2,0,1,1,270568.0
6263,6264,15745826,Dawson,445.0,France,Male,37,3,,2,1,1,0,255432.0
6264,6265,15708610,Costa,690.0,Germany,Male,44,9,100368.63,2,0,0,0,199829.0
6265,6266,15624471,Chikwado,850.0,France,Male,37,6,,2,1,0,0,245779.0
6266,6267,15590097,Ch'eng,,Spain,Female,0,7,136082.0,1,1,0,0,183588.0
6267,6268,15689328,Harrison,,Germany,Male,48,9,114169.16,1,0,0,1,248523.0
6268,6269,15582154,Crawford,670.0,France,Female,45,5,47884.92,1,1,1,0,269283.0
6269,6270,15734626,Gibson,652.0,Spain,Female,36,1,,2,1,1,0,218891.0
6270,6271,15702806,Martin,696.0,Spain,Male,24,9,,1,0,0,0,206566.0
6271,6272,15620756,Stokes,747.0,France,Male,49,6,202904.64,1,1,1,1,2000000.0
6272,6273,15611331,Niu,511.0,France,Female,0,1,,1,1,1,1,296951.0
6273,6274,15576935,Ampt,743.0,Spain,Male,43,2,161807.18,2,0,1,1,261686.0
6274,6275,15661275,Wynn,532.0,Germany,Male,52,3,110791.97,1,1,0,1,157676.0
6275,6276,15814940,Lawrence,642.0,Spain,Female,33,9,,2,1,1,0,291697.0
6276,6277,15768471,Wagner,554.0,Germany,Female,54,6,108755.0,1,1,0,1,281333.0
6277,6278,15697391,Argyle,,Spain,Female,34,3,,2,1,0,0,2000000.0
6278,6279,15793346,Ofodile,602.0,France,Female,72,3,,2,1,1,0,344730.0
6279,6280,15608338,Chiemenam,757.0,Spain,Female,55,9,117294.12,4,1,0,1,251461.0
6280,6281,15578546,Akobundu,491.0,Germany,Male,0,4,102251.14,1,1,1,0,274862.0
6281,6282,15656921,Locke,850.0,France,Male,31,4,,2,0,0,0,277087.0
6282,6283,15761340,Bullen,521.0,France,Male,22,5,,2,1,1,0,300551.0
6283,6284,15591135,Forster,726.0,France,Male,37,2,132057.92,2,1,0,0,237273.0
6284,6285,15623219,Smith,596.0,France,Male,33,8,,1,1,0,1,213005.0
6285,6286,15655229,Craig,850.0,Germany,Female,35,7,114285.2,1,0,1,0,306052.0
6286,6287,15805884,Archer,637.0,France,Female,41,9,,2,1,0,0,303077.0
6287,6288,15668289,McWilliams,,Spain,Male,32,2,76087.98,1,0,1,0,323407.0
6288,6289,15568562,Moss,689.0,France,Male,40,8,160272.27,1,1,0,0,273990.0
6289,6290,15773276,Townsend,633.0,Spain,Male,63,4,114552.6,1,1,0,1,155269.0
6290,6291,15622801,Brown,555.0,France,Female,27,8,102000.17,1,1,1,0,259527.0
6291,6292,15779886,Munson,563.0,Spain,Male,24,7,,2,0,0,0,252028.0
6292,6293,15713673,T'ien,494.0,France,Female,33,1,137853.0,1,0,1,0,320797.0
6293,6294,15783083,Shubin,534.0,France,Male,27,9,,2,1,0,0,310961.0
6294,6295,15742824,Isayeva,696.0,Germany,Male,42,7,162318.61,1,1,0,0,285333.0
6295,6296,15621550,Hung,,Spain,Female,50,1,140292.58,3,0,0,1,130871.0
6296,6297,15799480,Webb,600.0,France,Male,34,0,,2,0,1,0,202655.0
6297,6298,15625247,Scott,807.0,France,Female,34,1,,1,0,0,0,229140.0
6298,6299,15755241,Rahman,714.0,France,Female,52,2,,1,0,1,1,230458.0
6299,6300,15575679,Lori,590.0,France,Male,24,7,126431.54,1,1,0,0,259687.0
6300,6301,15668235,Cooke,614.0,France,Female,41,3,123475.04,1,1,1,0,335218.0
6301,6302,15683183,Volkova,766.0,Germany,Female,0,6,97652.96,1,1,0,0,294906.0
6302,6303,15684592,Lamb,557.0,Spain,Male,42,4,,2,0,1,0,197238.0
6303,6304,15591169,Hawes,788.0,Germany,Female,49,4,137455.99,1,1,0,1,202433.0
6304,6305,15653455,Smith,648.0,France,Female,38,2,,2,0,1,0,197238.0
6305,6306,15732563,Swanton,726.0,Germany,Female,33,7,99046.31,2,1,1,0,243371.0
6306,6307,15656471,Mitchell,773.0,France,Male,33,9,,2,1,1,0,296418.0
6307,6308,15598510,Colombo,583.0,Germany,Male,27,4,105907.42,2,1,1,0,305531.0
6308,6309,15766427,Shaw,565.0,Germany,Male,52,5,97720.35,2,1,0,1,228454.0
6309,6310,15785342,Shipp,705.0,France,Male,25,9,,2,0,1,0,248357.0
6310,6311,15641595,Jonathan,685.0,Spain,Male,43,4,97392.18,2,1,0,0,346373.0
6311,6312,15798429,Hernandez,741.0,France,Male,29,8,,2,1,1,0,164695.0
6312,6313,15648136,Green,658.0,Germany,Female,28,9,152812.58,1,1,0,0,286780.0
6313,6314,15812482,Young,575.0,France,Male,0,3,139301.68,1,1,0,0,280568.0
6314,6315,15790810,Han,844.0,France,Female,41,10,76319.64,1,1,1,1,2000000.0
6315,6316,15687421,Highland,559.0,Spain,Male,67,9,125919.35,1,1,0,1,249029.0
6316,6317,15765643,Hamilton,725.0,France,Male,37,6,124348.38,2,0,1,0,274257.0
6317,6318,15654878,Yobanna,450.0,France,Male,29,7,117199.8,1,1,1,0,233150.0
6318,6319,15686835,Crawford,738.0,Germany,Female,57,9,148384.64,1,0,0,1,213421.0
6319,6320,15768340,Beavers,642.0,Germany,Female,0,3,113905.48,1,1,1,0,209090.0
6320,6321,15673599,Williamson,618.0,Spain,Male,32,5,133476.09,1,0,1,0,357184.0
6321,6322,15689096,Beneventi,,France,Male,47,0,117879.32,1,1,1,0,224769.0
6322,6323,15684294,Chidumaga,735.0,France,Male,50,2,,2,0,1,0,261670.0
6323,6324,15615828,Mitchell,550.0,France,Male,34,8,122359.5,1,0,0,0,295250.0
6324,6325,15746012,Chibugo,729.0,Spain,Female,28,0,,2,1,1,1,237927.0
6325,6326,15615797,Hyde,743.0,Germany,Male,59,5,108585.35,1,1,1,1,252149.0
6326,6327,15788494,Alekseeva,555.0,France,Male,31,8,145875.74,1,1,0,0,279003.0
6327,6328,15793856,Abdulov,667.0,Spain,Female,36,3,121542.57,2,1,1,0,201325.0
6328,6329,15629545,Buckley,790.0,Spain,Female,0,7,109508.68,1,0,0,0,161728.0
6329,6330,15661198,Howard,727.0,Germany,Male,0,2,146407.11,1,1,1,0,208073.0
6330,6331,15715117,Peel,744.0,France,Female,39,6,,1,0,0,0,349495.0
6331,6332,15701074,Herz,629.0,Germany,Male,35,8,112330.83,1,1,1,0,217013.0
6332,6333,15793046,Holden,619.0,France,Female,35,4,90413.12,1,1,1,0,257604.0
6333,6334,15623744,McLean,634.0,France,Male,0,8,105302.66,1,1,1,0,173842.0
6334,6335,15611329,Findlay,,Spain,Female,0,6,,2,1,1,0,327278.0
6335,6336,15740428,Wyatt,507.0,France,Female,35,1,,2,0,0,0,232775.0
6336,6337,15781534,Rapuluolisa,536.0,Germany,Female,35,4,121520.36,1,0,0,0,223926.0
6337,6338,15618243,Buckland,730.0,Spain,Female,43,1,103960.38,1,1,1,0,242416.0
6338,6339,15784161,Hargreaves,583.0,Germany,Male,39,8,102945.01,1,0,0,0,394616.0
6339,6340,15700325,Onyeoruru,644.0,France,Female,24,8,92760.55,1,1,0,0,275483.0
6340,6341,15659064,Salas,790.0,Spain,Male,37,8,,2,1,1,0,241073.0
6341,6342,15658364,Laney,807.0,Germany,Female,40,1,134590.21,1,1,1,0,84298.0
6342,6343,15704340,Fu,,France,Female,37,10,104255.03,1,1,0,0,327902.0
6343,6344,15793455,Tien,627.0,Spain,Female,55,6,,1,0,0,1,210127.0
6344,6345,15579777,Sazonova,,France,Male,41,3,,2,1,0,0,201054.0
6345,6346,15632345,Tuan,754.0,France,Female,35,4,,2,1,0,0,206195.0
6346,6347,15814468,Wei,551.0,Germany,Male,50,1,121399.98,1,0,1,1,334344.0
6347,6348,15754820,Bergamaschi,637.0,Germany,Male,35,8,147127.81,2,1,1,0,247665.0
6348,6349,15707505,Taylor,699.0,Spain,Male,31,8,125927.51,2,1,0,0,162556.0
6349,6350,15699507,Messersmith,542.0,France,Female,25,7,,2,0,1,0,238350.0
6350,6351,15799600,Coles,640.0,Germany,Male,48,1,111599.32,1,0,1,0,202268.0
6351,6352,15794472,Brookes,553.0,France,Female,27,3,,2,0,0,0,270768.0
6352,6353,15646632,Reid,,France,Male,0,9,,2,1,0,0,227867.0
6353,6354,15676353,Etheridge,598.0,France,Male,35,8,114212.6,1,1,1,0,159839.0
6354,6355,15566312,Jolly,660.0,Spain,Female,42,5,,3,1,1,1,245346.0
6355,6356,15570414,Chizoba,618.0,Spain,Male,41,4,115251.64,1,0,0,0,246824.0
6356,6357,15776743,Eberegbulam,647.0,France,Male,43,9,,2,1,1,0,178001.0
6357,6358,15674637,Pagnotto,491.0,France,Female,68,3,107571.61,1,0,1,0,137366.0
6358,6359,15730418,Lucchesi,652.0,France,Female,32,2,,2,1,0,0,266344.0
6359,6360,15739972,Hughes,650.0,Germany,Female,45,9,152367.21,3,1,0,1,233950.0
6360,6361,15661591,Panicucci,413.0,Germany,Male,39,1,130969.77,2,1,1,0,237715.0
6361,6362,15675585,Burns,416.0,Germany,Female,25,0,97738.97,2,1,1,0,292983.0
6362,6363,15814750,Ricci,629.0,Spain,Male,34,8,,2,1,1,0,138596.0
6363,6364,15593454,Lambert,678.0,Spain,Female,40,4,113794.22,1,1,0,0,253558.0
6364,6365,15663421,Esposito,527.0,Spain,Male,28,6,128396.33,2,1,0,0,2000000.0
6365,6366,15576196,Benson,743.0,Spain,Female,48,5,118207.69,2,0,0,1,239586.0
6366,6367,15677324,Botts,683.0,Germany,Male,0,9,124730.26,1,1,1,0,168647.0
6367,6368,15568742,Parkes,,France,Female,41,9,,1,1,0,0,212086.0
6368,6369,15693764,Mai,663.0,Spain,Male,52,0,136298.65,1,1,0,1,224126.0
6369,6370,15714260,Castiglione,646.0,France,Female,38,2,,2,0,0,0,159282.0
6370,6371,15798200,Manna,707.0,France,Male,35,2,,3,1,1,0,271448.0
6371,6372,15656627,Lin,602.0,France,Male,34,5,,2,1,1,0,250274.0
6372,6373,15791111,Fink,635.0,France,Female,47,2,125724.95,2,1,0,0,213115.0
6373,6374,15638269,Baresi,,France,Male,67,2,,2,0,1,0,306768.0
6374,6375,15807473,Morehead,503.0,France,Male,38,1,,2,1,1,0,220071.0
6375,6376,15708534,Afamefuna,524.0,Spain,Female,64,5,,1,1,0,1,2000000.0
6376,6377,15640686,Greco,700.0,France,Male,46,5,95872.86,1,1,0,1,234624.0
6377,6378,15588904,Balashova,692.0,France,Male,33,9,,1,1,0,1,195194.0
6378,6379,15768763,Bogdanov,562.0,France,Male,0,2,,1,0,1,1,196930.0
6379,6380,15770543,Lowe,,France,Male,37,7,74260.03,1,1,0,0,255328.0
6380,6381,15642162,Ponce,603.0,Germany,Male,35,1,123407.69,1,1,0,1,188526.0
6381,6382,15714046,Trevisano,720.0,Spain,Male,33,3,123783.91,2,1,1,0,258395.0
6382,6383,15575060,Gardner,797.0,France,Male,24,5,,2,1,0,0,227056.0
6383,6384,15812040,Lorenzo,,France,Male,36,6,153880.15,1,0,0,0,225737.0
6384,6385,15812073,Palmer,529.0,France,Female,31,7,,2,1,1,0,247696.0
6385,6386,15706810,Zuyeva,606.0,Germany,Female,32,1,106301.85,2,0,1,0,307870.0
6386,6387,15584090,Jen,621.0,Spain,Female,40,7,,2,0,1,1,218862.0
6387,6388,15810807,Alekseeva,513.0,France,Female,43,9,,2,1,0,0,260680.0
6388,6389,15582033,Manfrin,753.0,Germany,Male,44,3,138076.47,1,1,0,1,275642.0
6389,6390,15687607,Chiemenam,605.0,France,Female,30,9,135422.31,1,0,1,0,180512.0
6390,6391,15588406,Chiemenam,574.0,Spain,Female,37,7,,2,1,0,0,280155.0
6391,6392,15784099,Clark,726.0,France,Female,0,5,126875.62,1,1,0,0,296983.0
6392,6393,15701352,Fanucci,611.0,Spain,Female,28,3,96381.68,2,1,0,0,305654.0
6393,6394,15789371,Cattaneo,593.0,Germany,Female,41,4,119703.1,2,1,1,0,186325.0
6394,6395,15602845,Udinesi,466.0,Germany,Male,41,2,152102.18,2,1,0,0,190345.0
6395,6396,15707918,Bentley,741.0,Germany,Female,36,0,127675.39,2,1,0,0,246965.0
6396,6397,15602812,Holmes,684.0,Germany,Female,44,2,133776.86,2,0,1,0,243692.0
6397,6398,15675888,Austin,550.0,Spain,Female,33,9,72788.03,1,1,1,0,251201.0
6398,6399,15591822,Mackenzie,593.0,Spain,Male,0,9,76226.9,1,1,0,0,229581.0
6399,6400,15738501,Booth,601.0,Germany,Male,48,9,163630.76,1,0,1,1,260777.0
6400,6401,15585907,Collier,676.0,Spain,Female,30,5,,2,0,0,0,103204.0
6401,6402,15579040,Hs?,556.0,France,Female,46,10,,2,0,0,0,287937.0
6402,6403,15804211,Oluchukwu,719.0,France,Male,36,3,155423.17,1,1,1,0,334739.0
6403,6404,15736126,Sung,,Germany,Male,55,0,98710.89,1,1,1,1,2000000.0
6404,6405,15745399,Marino,649.0,Spain,Female,0,2,,1,1,0,1,261728.0
6405,6406,15760749,Vinogradov,,Spain,Male,41,7,126683.8,1,0,1,0,346746.0
6406,6407,15637118,Burns,684.0,France,Male,33,4,140700.61,1,1,0,0,252015.0
6407,6408,15657829,Fanucci,806.0,Germany,Male,30,8,168078.83,1,1,0,1,267655.0
6408,6409,15738497,Chukwujamuike,729.0,Spain,Male,44,4,107726.93,2,1,0,0,356007.0
6409,6410,15690695,Flynn,,France,Female,33,9,,2,1,1,0,367206.0
6410,6411,15762351,Chao,689.0,Spain,Female,0,1,,2,1,1,0,189085.0
6411,6412,15791172,Yeh,672.0,Germany,Female,21,1,35741.69,1,1,0,0,226425.0
6412,6413,15598982,Klein,,Germany,Female,53,5,98268.84,1,0,1,1,301481.0
6413,6414,15734765,Mahmood,739.0,France,Female,20,4,133800.98,1,0,1,0,278680.0
6414,6415,15642912,Tu,618.0,France,Female,21,2,125682.79,1,0,0,0,290695.0
6415,6416,15769516,Shcherbakov,674.0,France,Female,42,9,,2,1,0,0,99323.0
6416,6417,15789379,Zetticci,762.0,France,Male,26,6,130428.78,1,1,0,0,137722.0
6417,6418,15695103,Carr,790.0,Spain,Male,37,6,,2,1,1,0,352701.0
6418,6419,15801924,Browne,754.0,Spain,Female,27,8,,2,0,0,0,294596.0
6419,6420,15767804,Feng,729.0,France,Male,44,6,,2,1,0,0,270428.0
6420,6421,15718039,Ferguson,606.0,Germany,Female,47,0,137138.2,2,0,1,0,178646.0
6421,6422,15579994,Shaw,616.0,France,Male,23,8,73112.95,1,1,1,0,226224.0
6422,6423,15595037,Palermo,772.0,France,Male,47,9,152347.01,1,0,1,0,282851.0
6423,6424,15600720,Moore,652.0,Spain,Male,41,8,115144.68,1,1,0,0,170549.0
6424,6425,15782608,Huang,743.0,France,Male,43,5,,2,0,0,1,209531.0
6425,6426,15566894,Gray,793.0,France,Male,39,3,137817.52,1,0,0,0,271680.0
6426,6427,15749123,Sokolova,743.0,Spain,Male,45,7,157332.26,1,1,0,0,284007.0
6427,6428,15668943,Henderson,746.0,France,Male,37,2,,2,1,0,0,220009.0
6428,6429,15577423,Mosley,627.0,Germany,Female,39,5,124586.93,1,1,0,1,306581.0
6429,6430,15623102,Nnaemeka,713.0,Spain,Male,38,6,116980.78,2,0,1,0,304712.0
6430,6431,15728012,Everett,678.0,Spain,Female,40,3,128398.38,1,1,0,0,146988.0
6431,6432,15683363,Goddard,540.0,Spain,Male,39,1,,1,0,1,0,344290.0
6432,6433,15699335,Kuo,615.0,Germany,Female,33,3,137657.25,2,1,1,0,317171.0
6433,6434,15574369,Bianchi,,Spain,Male,53,5,167259.44,1,1,1,0,261970.0
6434,6435,15703167,Rouse,628.0,France,Female,45,8,,2,1,0,0,242194.0
6435,6436,15754874,Nwoye,700.0,France,Male,26,4,119009.57,1,1,0,0,295486.0
6436,6437,15723216,Greco,623.0,Germany,Male,33,2,80002.33,1,1,1,0,280785.0
6437,6438,15725094,Fang,623.0,France,Female,37,4,140211.88,1,1,1,0,234473.0
6438,6439,15647974,Chiemenam,679.0,France,Female,44,3,118742.74,2,1,0,0,342468.0
6439,6440,15583371,Artemiev,632.0,Spain,Male,37,1,138207.08,1,1,0,1,129048.0
6440,6441,15772559,Burrows,790.0,France,Female,47,10,148636.21,1,0,1,1,2000000.0
6441,6442,15711251,Chizuoke,514.0,France,Male,45,1,178827.79,1,1,0,0,275842.0
6442,6443,15719212,T'ien,491.0,France,Male,33,5,83134.3,1,1,0,0,247094.0
6443,6444,15764927,Rogova,753.0,France,Male,92,3,121513.31,1,0,1,0,290324.0
6444,6445,15731412,Trevisano,693.0,Germany,Female,37,6,95900.04,1,1,1,0,169884.0
6445,6446,15719170,Sagese,,France,Female,30,1,112543.42,1,1,1,0,235457.0
6446,6447,15596011,Artyomova,529.0,Spain,Male,34,9,,1,1,1,0,316248.0
6447,6448,15614834,Long,619.0,Spain,Female,31,3,141751.82,1,0,1,0,164186.0
6448,6449,15600510,Hsueh,680.0,Spain,Female,37,6,124140.57,2,1,0,0,236261.0
6449,6450,15625706,White,693.0,Germany,Male,45,2,116546.59,2,0,0,1,219563.0
6450,6451,15781409,Lazarev,,France,Female,28,6,,1,1,0,0,270987.0
6451,6452,15722583,Benjamin,636.0,Spain,Female,29,6,157576.47,2,1,1,0,272697.0
6452,6453,15677243,Wan,538.0,Spain,Male,43,5,,2,1,0,0,255674.0
6453,6454,15815070,Romano,566.0,Germany,Female,44,5,141428.99,2,0,0,0,233421.0
6454,6455,15705899,Craig,597.0,Spain,Male,35,0,127510.99,1,1,1,0,253729.0
6455,6456,15701522,Yermolayeva,711.0,France,Female,0,9,,2,0,1,0,240621.0
6456,6457,15755978,Tseng,606.0,France,Male,31,10,,2,1,0,0,248223.0
6457,6458,15722090,Tseng,615.0,Spain,Male,51,6,81818.49,1,1,1,0,333881.0
6458,6459,15783526,Le Hunte,589.0,France,Male,36,1,100895.54,1,1,1,0,180948.0
6459,6460,15632125,Blake,606.0,Germany,Male,45,5,63832.43,1,1,1,0,269739.0
6460,6461,15688395,Lane,582.0,France,Male,29,4,,2,0,0,0,195909.0
6461,6462,15666975,Sparks,710.0,France,Female,36,4,116085.06,1,1,0,0,362523.0
6462,6463,15682211,Tu,467.0,France,Male,57,1,,2,1,1,0,255213.0
6463,6464,15637411,Tochukwu,749.0,France,Male,30,1,,2,0,1,0,177174.0
6464,6465,15591512,Whittaker,,Germany,Female,33,2,115761.51,1,0,1,1,236753.0
6465,6466,15606855,Wang,730.0,Spain,Male,0,6,,2,1,1,0,166187.0
6466,6467,15763683,Northern,678.0,Germany,Male,32,4,139626.01,1,1,1,1,213673.0
6467,6468,15641782,Humphries,540.0,France,Female,31,7,,1,0,1,1,285502.0
6468,6469,15677184,Cremonesi,767.0,France,Female,35,6,115576.44,1,0,1,0,328376.0
6469,6470,15775042,Ku,615.0,France,Female,23,4,,2,1,0,0,312241.0
6470,6471,15616630,Tobenna,,Germany,Female,41,5,77647.6,1,1,0,0,244059.0
6471,6472,15800233,Okwuadigbo,,France,Female,0,5,,2,1,0,0,282874.0
6472,6473,15588419,Johnston,,Germany,Female,0,10,148962.46,1,1,0,1,296588.0
6473,6474,15595557,Li,798.0,France,Male,22,8,,2,1,0,0,379473.0
6474,6475,15626143,Talbot,695.0,France,Male,0,2,,2,1,1,0,215355.0
6475,6476,15566030,Tu,497.0,Germany,Male,41,5,80542.81,1,0,0,1,336896.0
6476,6477,15701412,T'ien,739.0,France,Male,40,4,,2,0,0,0,187287.0
6477,6478,15702464,Ross,549.0,France,Female,34,4,,2,0,0,0,317949.0
6478,6479,15573348,Maclean,850.0,France,Male,0,9,102050.47,1,1,1,0,214396.0
6479,6480,15704160,Wan,648.0,Spain,Male,49,5,,1,1,0,1,210769.0
6480,6481,15693704,Tsou,679.0,France,Female,24,6,114948.76,2,0,1,0,233720.0
6481,6482,15664752,Jack,606.0,Germany,Male,39,8,136000.45,2,1,0,0,205462.0
6482,6483,15628292,Lucchesi,850.0,France,Male,32,4,156001.68,2,1,1,0,274593.0
6483,6484,15621195,Ch'eng,619.0,Germany,Male,0,3,147974.16,2,1,0,0,320629.0
6484,6485,15668629,Saunders,719.0,Spain,Male,44,2,,2,1,0,0,128653.0
6485,6486,15635197,Glover,640.0,Germany,Male,26,5,90402.77,1,1,1,0,240049.0
6486,6487,15592761,Tung,710.0,France,Male,40,5,,2,0,0,0,187602.0
6487,6488,15574283,Padovano,580.0,France,Male,31,2,,2,0,1,0,302142.0
6488,6489,15598097,Johnstone,550.0,France,Male,44,9,,2,1,0,0,331778.0
6489,6490,15711352,Endrizzi,841.0,France,Female,31,3,162701.65,2,1,1,0,240046.0
6490,6491,15620751,Secombe,760.0,France,Male,34,2,,2,1,0,0,209643.0
6491,6492,15656717,Elewechi,687.0,France,Female,30,6,,2,0,0,0,157199.0
6492,6493,15643121,Chu,753.0,Germany,Female,35,5,82453.96,2,0,0,0,362166.0
6493,6494,15723671,Lucciano,661.0,France,Male,35,9,100107.99,1,1,0,0,325943.0
6494,6495,15752846,Pinto,699.0,France,Male,28,7,,2,1,1,0,136305.0
6495,6496,15640852,McGregor,617.0,Germany,Female,39,5,83348.89,3,1,0,1,287787.0
6496,6497,15789313,Ugorji,595.0,Germany,Female,44,4,96553.52,2,1,0,1,186131.0
6497,6498,15793688,Bancks,669.0,France,Male,50,9,201009.64,1,1,0,1,220845.0
6498,6499,15770405,Warlow-Davies,,France,Female,0,5,125167.74,1,1,0,0,178290.0
6499,6500,15702561,Dale,782.0,France,Male,32,9,,1,1,1,0,135023.0
6500,6501,15625964,Buckley,582.0,France,Female,43,5,153313.67,1,0,0,0,247469.0
6501,6502,15761364,Nkemjika,679.0,France,Male,30,9,,2,1,0,0,359096.0
6502,6503,15590286,Fairley,611.0,France,Female,0,2,125879.29,1,1,0,0,196833.0
6503,6504,15587978,Boothby,455.0,Germany,Female,37,6,170057.62,1,0,1,0,2000000.0
6504,6505,15773242,Chukwuhaenye,621.0,France,Male,32,1,,2,1,1,0,310378.0
6505,6506,15761053,Lock,596.0,Germany,Male,48,2,131326.47,1,0,0,1,291598.0
6506,6507,15702095,Clarke,585.0,Spain,Female,56,1,128472.8,1,1,0,1,364907.0
6507,6508,15764253,Ramsey,742.0,France,Male,32,6,160485.16,1,1,0,0,305025.0
6508,6509,15700801,Eipper,850.0,Germany,Male,42,6,84445.68,3,0,1,1,353877.0
6509,6510,15730590,Ko,738.0,Germany,Female,40,1,115409.18,2,0,0,0,184122.0
6510,6511,15643916,Munro,619.0,Spain,Male,0,8,62400.48,1,1,1,1,292956.0
6511,6512,15720636,McGregor,628.0,France,Female,50,4,143054.56,1,0,1,1,336983.0
6512,6513,15795429,Henderson,487.0,France,Male,24,7,133628.09,2,1,1,0,205692.0
6513,6514,15609254,Fernandez,513.0,Spain,Female,41,9,107135.04,2,1,1,0,49599.0
6514,6515,15625141,Porter,563.0,Spain,Male,26,7,,2,0,0,0,177205.0
6515,6516,15810898,Pan,803.0,France,Female,65,2,151659.52,2,0,1,0,208408.0
6516,6517,15775797,Esposito,607.0,Spain,Female,32,7,,3,0,1,0,282364.0
6517,6518,15795246,Kaeppel,,Germany,Female,51,9,155903.82,2,1,1,0,217514.0
6518,6519,15795275,Lamb,521.0,Spain,Female,49,4,82940.25,2,0,0,1,250270.0
6519,6520,15571869,Lei,669.0,Germany,Female,50,4,112650.89,1,0,0,1,215335.0
6520,6521,15694143,Conti,,France,Female,41,10,,1,1,0,0,242698.0
6521,6522,15748231,Hargreaves,700.0,Germany,Male,35,4,95853.39,2,1,0,0,246282.0
6522,6523,15632185,Yermolayev,,France,Female,42,1,82228.67,2,1,0,0,213722.0
6523,6524,15806249,Kerr,671.0,Spain,Female,31,4,,2,0,1,0,297321.0
6524,6525,15743293,Waters,651.0,Germany,Female,35,1,163700.78,3,1,1,1,329473.0
6525,6526,15598157,Onyeorulu,728.0,France,Male,34,4,106328.08,1,1,0,0,184018.0
6526,6527,15700946,Kolesnikova,,France,Female,34,7,152992.91,1,1,1,0,262588.0
6527,6528,15722692,Kazakova,464.0,France,Male,38,3,116439.65,1,1,0,0,167877.0
6528,6529,15696506,MacDonald,604.0,Spain,Male,27,9,101352.78,1,0,0,0,149290.0
6529,6530,15728823,Sharwood,836.0,Spain,Female,0,10,,2,1,0,0,309702.0
6530,6531,15808851,Bufkin,511.0,Germany,Female,75,9,105609.17,1,0,1,0,365537.0
6531,6532,15675231,Nwankwo,,France,Female,45,8,,2,1,1,0,231206.0
6532,6533,15732299,Boniwell,756.0,France,Male,67,4,,3,1,1,0,355524.0
6533,6534,15706269,Willis,489.0,France,Female,47,8,103894.38,2,1,1,0,212812.0
6534,6535,15590078,Burns,622.0,Spain,Male,27,9,139834.93,1,1,1,0,236605.0
6535,6536,15776985,Kung,652.0,France,Female,36,6,112518.71,2,0,1,0,346003.0
6536,6537,15756743,Howells,625.0,France,Female,37,7,115895.42,1,1,0,0,2000000.0
6537,6538,15782364,Bevan,521.0,Spain,Female,39,3,146408.68,1,0,0,0,2000000.0
6538,6539,15604093,Neitenstein,546.0,France,Male,34,4,165363.31,2,1,1,1,230061.0
6539,6540,15749328,Johnson,697.0,France,Female,45,1,,2,1,0,1,208642.0
6540,6541,15656322,Sandover,571.0,Germany,Male,33,3,71843.15,1,1,0,0,220829.0
6541,6542,15685564,Nnamutaezinwa,748.0,Spain,Male,35,5,105492.53,1,1,1,0,125390.0
6542,6543,15785831,Sinclair,591.0,France,Male,35,7,183027.25,1,1,1,0,322616.0
6543,6544,15796218,Wei,814.0,Germany,Male,29,1,131968.57,2,1,1,0,263105.0
6544,6545,15716218,Higgins,709.0,France,Female,45,3,104118.5,1,0,1,0,241579.0
6545,6546,15572735,Chang,433.0,Spain,Male,27,2,,2,1,1,0,210239.0
6546,6547,15633840,Henderson,781.0,France,Male,20,0,125023.1,2,1,1,0,268021.0
6547,6548,15608760,Cox,656.0,France,Female,30,4,74323.2,1,1,1,0,300898.0
6548,6549,15627848,Tsui,683.0,France,Male,38,7,109346.13,2,1,0,0,2000000.0
6549,6550,15792029,Lee,,France,Male,32,6,,2,1,0,0,305507.0
6550,6551,15617331,Sergeyeva,637.0,Germany,Female,39,3,109698.41,1,1,1,1,265911.0
6551,6552,15651740,Napolitani,525.0,Spain,Female,30,5,,2,0,1,0,244720.0
6552,6553,15636407,Beatham,793.0,Germany,Female,34,5,127758.09,1,1,0,0,302561.0
6553,6554,15607526,Lu,638.0,Germany,Male,50,1,102645.48,1,1,0,1,220880.0
6554,6555,15632576,Yashina,520.0,France,Male,31,4,93249.4,1,1,0,0,178114.0
6555,6556,15581505,Bales,641.0,France,Male,35,5,,2,1,0,0,247037.0
6556,6557,15612207,Hill,,Germany,Female,51,1,87779.83,1,0,1,1,252119.0
6557,6558,15707242,Ibeamaka,504.0,Spain,Male,40,5,,2,0,0,0,237304.0
6558,6559,15721937,Romilly,686.0,France,Male,38,0,138131.34,1,0,1,0,318522.0
6559,6560,15773852,Hayes,533.0,Germany,Male,38,4,70362.52,2,1,1,0,278874.0
6560,6561,15719778,Chiu,577.0,France,Female,0,1,,2,1,0,0,243473.0
6561,6562,15650538,Sun,445.0,Germany,Female,48,7,168286.58,1,1,0,1,249773.0
